month_id,country_id,sc_cm_sb_reign_drought_calibrated
489,40,0.0912654064616765
489,41,0.0912654064616765
489,42,0.125708195080174
489,43,0.0912654064616765
489,47,0.12546909806251155
489,48,0.1327493591208724
489,49,0.0912654064616765
489,50,0.0912654064616765
489,52,0.0912654064616765
489,53,0.0912654064616765
489,54,0.0912654064616765
489,55,0.11574655836759189
489,56,0.1179207668857807
489,57,0.117114189679039
489,67,0.11574655836759189
489,69,0.0912654064616765
489,70,0.1363453170869887
489,73,0.11574655836759189
489,74,0.0912654064616765
489,76,0.13631609404868178
489,78,0.0912654064616765
489,79,0.0912654064616765
489,80,0.0912654064616765
489,81,0.13628697681840438
489,120,0.12766172627132963
489,154,0.0912654064616765
489,155,0.0912654064616765
489,156,0.0912654064616765
489,157,0.1324301798787876
489,158,0.13247931310582106
489,159,0.0912654064616765
489,160,0.13236418434737107
489,161,0.0912654064616765
489,162,0.12279470726558973
489,163,0.0912654064616765
489,164,0.0912654064616765
489,165,0.1323842176224182
489,166,0.1235299970058809
489,167,0.0912654064616765
489,169,0.12774183094945615
489,170,0.12984153656222955
489,172,0.1283661669474199
489,173,0.12154503644323289
489,174,0.12154503644323289
489,213,0.0912654064616765
489,214,0.0912654064616765
489,222,0.13244251648684144
489,235,0.0912654064616765
489,237,0.1276481025866577
489,242,0.0912654064616765
489,243,0.11962219501898361
489,244,0.1275927924002558
489,245,0.12314144854934728
489,246,0.1275504244378882
490,40,0.0902561175626442
490,41,0.0902561175626442
490,42,0.12799706785109605
490,43,0.0902561175626442
490,47,0.1262269169369032
490,48,0.13388931690670694
490,49,0.0902561175626442
490,50,0.0902561175626442
490,52,0.10672706700248676
490,53,0.0902561175626442
490,54,0.0902561175626442
490,55,0.1024966935156019
490,56,0.12505190612832956
490,57,0.10318050917132546
490,67,0.1024966935156019
490,69,0.0902561175626442
490,70,0.13787179933578442
490,73,0.1024966935156019
490,74,0.0902561175626442
490,76,0.1378676388108689
490,78,0.0902561175626442
490,79,0.0902561175626442
490,80,0.10377045638681898
490,81,0.13783055751781154
490,120,0.12863730286026148
490,154,0.10672706700248676
490,155,0.0902561175626442
490,156,0.0902561175626442
490,157,0.1337519617497045
490,158,0.1337269136476773
490,159,0.0902561175626442
490,160,0.13761158206479135
490,161,0.0902561175626442
490,162,0.12370583554085814
490,163,0.0902561175626442
490,164,0.0902561175626442
490,165,0.13102537840088313
490,166,0.1063884128347464
490,167,0.0902561175626442
490,169,0.1303260599489921
490,170,0.1310184200547223
490,172,0.12940479610361338
490,173,0.12148257876002644
490,174,0.12148257876002644
490,213,0.0902561175626442
490,214,0.0902561175626442
490,222,0.11084467257522668
490,235,0.0902561175626442
490,237,0.1084474656251348
490,242,0.0902561175626442
490,243,0.10443451184129776
490,244,0.10841981053193386
490,245,0.10619413860647958
490,246,0.1335890164923136
491,40,0.0892468286636119
491,41,0.0892468286636119
491,42,0.13028594062201806
491,43,0.0892468286636119
491,47,0.1269847358112948
491,48,0.13502927469254147
491,49,0.0892468286636119
491,50,0.0892468286636119
491,52,0.12218872754329702
491,53,0.0892468286636119
491,54,0.0892468286636119
491,55,0.0892468286636119
491,56,0.1321830453708784
491,57,0.0892468286636119
491,67,0.0892468286636119
491,69,0.0892468286636119
491,70,0.13939828158458015
491,73,0.0892468286636119
491,74,0.0892468286636119
491,76,0.13941918357305597
491,78,0.0892468286636119
491,79,0.0892468286636119
491,80,0.11627550631196146
491,81,0.13937413821721872
491,120,0.12961287944919336
491,154,0.12218872754329702
491,155,0.0892468286636119
491,156,0.0892468286636119
491,157,0.13507374362062138
491,158,0.13497451418953355
491,159,0.0892468286636119
491,160,0.14285897978221163
491,161,0.0892468286636119
491,162,0.12461696381612654
491,163,0.0892468286636119
491,164,0.0892468286636119
491,165,0.1296665391793481
491,166,0.0892468286636119
491,167,0.0892468286636119
491,169,0.13291028894852805
491,170,0.13219530354721504
491,172,0.1304434252598069
491,173,0.12142012107681999
491,174,0.12142012107681999
491,213,0.0892468286636119
491,214,0.0892468286636119
491,222,0.0892468286636119
491,235,0.0892468286636119
491,237,0.0892468286636119
491,242,0.0892468286636119
491,243,0.0892468286636119
491,244,0.0892468286636119
491,245,0.0892468286636119
491,246,0.13962760854673903
492,40,0.09038030270645385
492,41,0.09038030270645385
492,42,0.1316323666795789
492,43,0.09038030270645385
492,47,0.11553890747157579
492,48,0.13347997532654202
492,49,0.09038030270645385
492,50,0.09038030270645385
492,52,0.11234156862624393
492,53,0.09038030270645385
492,54,0.09038030270645385
492,55,0.10297183953359802
492,56,0.1307938400392985
492,57,0.09908739599242436
492,67,0.09038030270645385
492,69,0.09038030270645385
492,70,0.12381460465376602
492,73,0.09038030270645385
492,74,0.09038030270645385
492,76,0.1376131680934889
492,78,0.09038030270645385
492,79,0.10214332015283607
492,80,0.10839942113868689
492,81,0.13756368765822474
492,120,0.12842392657073232
492,154,0.11234156862624393
492,155,0.09038030270645385
492,156,0.09038030270645385
492,157,0.13353536234426594
492,158,0.13349914950005484
492,159,0.09038030270645385
492,160,0.13870804264899006
492,161,0.09038030270645385
492,162,0.12399932932639099
492,163,0.09038030270645385
492,164,0.10088479968260637
492,165,0.11732677638361132
492,166,0.09038030270645385
492,167,0.09038030270645385
492,169,0.131543275985527
492,170,0.13084903205327011
492,172,0.1282882052404369
492,173,0.11977269925101908
492,174,0.11977269925101908
492,213,0.09038030270645385
492,214,0.09038030270645385
492,222,0.10298851018257023
492,235,0.09038030270645385
492,237,0.09038030270645385
492,242,0.09038030270645385
492,243,0.10081208760851297
492,244,0.09038030270645385
492,245,0.10021865909691587
492,246,0.13782829648365
493,40,0.09151377674929581
493,41,0.09151377674929581
493,42,0.1329787927371397
493,43,0.09151377674929581
493,47,0.10409307913185677
493,48,0.1319306759605426
493,49,0.09151377674929581
493,50,0.09151377674929581
493,52,0.10249440970919084
493,53,0.09151377674929581
493,54,0.09151377674929581
493,55,0.11669685040358413
493,56,0.12940463470771862
493,57,0.1089279633212368
493,67,0.09151377674929581
493,69,0.09151377674929581
493,70,0.10823092772295188
493,73,0.09151377674929581
493,74,0.09151377674929581
493,76,0.13580715261392182
493,78,0.09151377674929581
493,79,0.11503981164206023
493,80,0.10052333596541232
493,81,0.1357532370992308
493,120,0.12723497369227127
493,154,0.10249440970919084
493,155,0.09151377674929581
493,156,0.09151377674929581
493,157,0.13199698106791052
493,158,0.13202378481057617
493,159,0.09151377674929581
493,160,0.1345571055157685
493,161,0.09151377674929581
493,162,0.12338169483665543
493,163,0.09151377674929581
493,164,0.11252277070160083
493,165,0.10498701358787453
493,166,0.09151377674929581
493,167,0.09151377674929581
493,169,0.130176263022526
493,170,0.12950276055932522
493,172,0.12613298522106692
493,173,0.11812527742521818
493,174,0.11812527742521818
493,213,0.09151377674929581
493,214,0.09151377674929581
493,222,0.11673019170152857
493,235,0.09151377674929581
493,237,0.09151377674929581
493,242,0.09151377674929581
493,243,0.11237734655341403
493,244,0.09151377674929581
493,245,0.11119048953021983
493,246,0.136028984420561
494,40,0.09264725079213776
494,41,0.09264725079213776
494,42,0.13432521879470052
494,43,0.09264725079213776
494,47,0.09264725079213776
494,48,0.13038137659454313
494,49,0.09264725079213776
494,50,0.09264725079213776
494,52,0.09264725079213776
494,53,0.09264725079213776
494,54,0.09264725079213776
494,55,0.13042186127357025
494,56,0.12801542937613872
494,57,0.11876853065004926
494,67,0.09264725079213776
494,69,0.09264725079213776
494,70,0.09264725079213776
494,73,0.09264725079213776
494,74,0.09264725079213776
494,76,0.13400113713435474
494,78,0.09264725079213776
494,79,0.1279363031312844
494,80,0.09264725079213776
494,81,0.1339427865402368
494,120,0.12604602081381022
494,154,0.09264725079213776
494,155,0.09264725079213776
494,156,0.09264725079213776
494,157,0.13045859979155508
494,158,0.13054842012109746
494,159,0.09264725079213776
494,160,0.13040616838254693
494,161,0.09264725079213776
494,162,0.12276406034691988
494,163,0.09264725079213776
494,164,0.1241607417205953
494,165,0.09264725079213776
494,166,0.09264725079213776
494,167,0.09264725079213776
494,169,0.12880925005952495
494,170,0.1281564890653803
494,172,0.12397776520169693
494,173,0.11647785559941727
494,174,0.11647785559941727
494,213,0.09264725079213776
494,214,0.09264725079213776
494,222,0.1304718732204869
494,235,0.09264725079213776
494,237,0.09264725079213776
494,242,0.09264725079213776
494,243,0.1239426054983151
494,244,0.09264725079213776
494,245,0.1221623199635238
494,246,0.13422967235747196
495,40,0.09247378665409207
495,41,0.09247378665409207
495,42,0.13469698996522658
495,43,0.09247378665409207
495,47,0.10264993858950551
495,48,0.11762987052236232
495,49,0.10472568077027758
495,50,0.09247378665409207
495,52,0.09247378665409207
495,53,0.09247378665409207
495,54,0.09247378665409207
495,55,0.12922384343310936
495,56,0.1245561766361785
495,57,0.11893153119693252
495,67,0.09247378665409207
495,69,0.09247378665409207
495,70,0.10680932742711889
495,73,0.09247378665409207
495,74,0.09247378665409207
495,76,0.13436445332504332
495,78,0.09247378665409207
495,79,0.11599982154685651
495,80,0.09247378665409207
495,81,0.12850774807891055
495,120,0.12639246396552772
495,154,0.09247378665409207
495,155,0.09247378665409207
495,156,0.09247378665409207
495,157,0.1308002341284296
495,158,0.12642742777852675
495,159,0.09247378665409207
495,160,0.1307498002952757
495,161,0.09247378665409207
495,162,0.11255165969061348
495,163,0.09247378665409207
495,164,0.1134827806063971
495,165,0.09247378665409207
495,166,0.09247378665409207
495,167,0.10261614717433487
495,169,0.12607207385902364
495,170,0.12848699327468702
495,172,0.11336079626046486
495,173,0.11660838520716019
495,174,0.11660838520716019
495,213,0.10261614717433487
495,214,0.09247378665409207
495,222,0.1307799107407565
495,235,0.09247378665409207
495,237,0.09247378665409207
495,242,0.09247378665409207
495,243,0.12427849550931265
495,244,0.09247378665409207
495,245,0.12234292960535599
495,246,0.1317623841557105
496,40,0.09230032251604639
496,41,0.09230032251604639
496,42,0.1350687611357526
496,43,0.09230032251604639
496,47,0.11265262638687325
496,48,0.10487836445018152
496,49,0.1168041107484174
496,50,0.09230032251604639
496,52,0.09230032251604639
496,53,0.09230032251604639
496,54,0.09230032251604639
496,55,0.1280258255926485
496,56,0.12109692389621828
496,57,0.11909453174381578
496,67,0.09230032251604639
496,69,0.09230032251604639
496,70,0.12097140406210004
496,73,0.09230032251604639
496,74,0.09230032251604639
496,76,0.1347277695157319
496,78,0.09230032251604639
496,79,0.1040633399624286
496,80,0.09230032251604639
496,81,0.1230727096175843
496,120,0.12673890711724525
496,154,0.09230032251604639
496,155,0.09230032251604639
496,156,0.09230032251604639
496,157,0.13114186846530412
496,158,0.12230643543595605
496,159,0.09230032251604639
496,160,0.13109343220800443
496,161,0.09230032251604639
496,162,0.1023392590343071
496,163,0.09230032251604639
496,164,0.1028048194921989
496,165,0.09230032251604639
496,166,0.09230032251604639
496,167,0.11258504355653197
496,169,0.1233348976585223
496,170,0.1288174974839937
496,172,0.10274382731923278
496,173,0.11673891481490309
496,174,0.11673891481490309
496,213,0.11258504355653197
496,214,0.09230032251604639
496,222,0.13108794826102613
496,235,0.09230032251604639
496,237,0.09230032251604639
496,242,0.09230032251604639
496,243,0.1246143855203102
496,244,0.09230032251604639
496,245,0.12252353924718817
496,246,0.12929509595394906
497,40,0.0921268583780007
497,41,0.0921268583780007
497,42,0.13544053230627867
497,43,0.0921268583780007
497,47,0.122655314184241
497,48,0.0921268583780007
497,49,0.12888254072655722
497,50,0.0921268583780007
497,52,0.0921268583780007
497,53,0.0921268583780007
497,54,0.0921268583780007
497,55,0.1268278077521876
497,56,0.11763767115625806
497,57,0.11925753229069903
497,67,0.0921268583780007
497,69,0.0921268583780007
497,70,0.13513348069708117
497,73,0.0921268583780007
497,74,0.0921268583780007
497,76,0.13509108570642048
497,78,0.0921268583780007
497,79,0.0921268583780007
497,80,0.0921268583780007
497,81,0.11763767115625806
497,120,0.12708535026896275
497,154,0.0921268583780007
497,155,0.0921268583780007
497,156,0.0921268583780007
497,157,0.13148350280217863
497,158,0.11818544309338534
497,159,0.0921268583780007
497,160,0.1314370641207332
497,161,0.0921268583780007
497,162,0.0921268583780007
497,163,0.0921268583780007
497,164,0.0921268583780007
497,165,0.0921268583780007
497,166,0.0921268583780007
497,167,0.12255393993872908
497,169,0.12059772145802097
497,170,0.12914800169330043
497,172,0.0921268583780007
497,173,0.116869444422646
497,174,0.116869444422646
497,213,0.12255393993872908
497,214,0.0921268583780007
497,222,0.13139598578129574
497,235,0.0921268583780007
497,237,0.0921268583780007
497,242,0.0921268583780007
497,243,0.12495027553130776
497,244,0.0921268583780007
497,245,0.12270414888902037
497,246,0.1268278077521876
498,40,0.09999508647078362
498,41,0.10138149520576648
498,42,0.13350757174678846
498,43,0.09360202785391761
498,47,0.12078625327416403
498,48,0.10362402592987482
498,49,0.11810581608628862
498,50,0.09360202785391761
498,52,0.09360202785391761
498,53,0.09360202785391761
498,54,0.09360202785391761
498,55,0.12565849117665331
498,56,0.11777614879015207
498,57,0.11775313152705826
498,67,0.10364004320556572
498,69,0.09999508647078362
498,70,0.13317731021325976
498,73,0.09360202785391761
498,74,0.09360202785391761
498,76,0.13317059784092355
498,78,0.09360202785391761
498,79,0.09360202785391761
498,80,0.09360202785391761
498,81,0.11060923637275584
498,120,0.12577848793199264
498,154,0.09360202785391761
498,155,0.09360202785391761
498,156,0.09360202785391761
498,157,0.12986380526443778
498,158,0.1176990530692752
498,159,0.09360202785391761
498,160,0.1298127859799565
498,161,0.09360202785391761
498,162,0.09360202785391761
498,163,0.09360202785391761
498,164,0.09360202785391761
498,165,0.09360202785391761
498,166,0.09360202785391761
498,167,0.11388674889440319
498,169,0.11991310227985402
498,170,0.12772751683945086
498,172,0.09360202785391761
498,173,0.11616107294835623
498,174,0.11616107294835623
498,213,0.11388674889440319
498,214,0.09360202785391761
498,222,0.1298031558057773
498,235,0.09360202785391761
498,237,0.09360202785391761
498,242,0.09360202785391761
498,243,0.12550745675823813
498,244,0.09360202785391761
498,245,0.12179376104755474
498,246,0.12561017229636356
499,40,0.10786331456356653
499,41,0.11063613203353224
499,42,0.13157461118729827
499,43,0.0950771973298345
499,47,0.11891719236408708
499,48,0.11512119348174894
499,49,0.10732909144602
499,50,0.0950771973298345
499,52,0.0950771973298345
499,53,0.0950771973298345
499,54,0.0950771973298345
499,55,0.12448917460111902
499,56,0.11791462642404606
499,57,0.11624873076341746
499,67,0.11515322803313073
499,69,0.10786331456356653
499,70,0.13122113972943833
499,73,0.0950771973298345
499,74,0.0950771973298345
499,76,0.1312501099754266
499,78,0.0950771973298345
499,79,0.0950771973298345
499,80,0.0950771973298345
499,81,0.10358080158925362
499,120,0.12447162559502255
499,154,0.0950771973298345
499,155,0.0950771973298345
499,156,0.0950771973298345
499,157,0.12824410772669695
499,158,0.11721266304516505
499,159,0.0950771973298345
499,160,0.12818850783917982
499,161,0.0950771973298345
499,162,0.0950771973298345
499,163,0.0950771973298345
499,164,0.0950771973298345
499,165,0.0950771973298345
499,166,0.0950771973298345
499,167,0.10521955785007729
499,169,0.11922848310168707
499,170,0.12630703198560128
499,172,0.0950771973298345
499,173,0.11545270147406646
499,174,0.11545270147406646
499,213,0.10521955785007729
499,214,0.0950771973298345
499,222,0.12821032583025885
499,235,0.0950771973298345
499,237,0.0950771973298345
499,242,0.0950771973298345
499,243,0.12606463798516848
499,244,0.0950771973298345
499,245,0.12088337320608909
499,246,0.12439253684053951
500,40,0.11573154265634944
500,41,0.11989076886129801
500,42,0.12964165062780805
500,43,0.0965523668057514
500,47,0.11704813145401012
500,48,0.12661836103362306
500,49,0.0965523668057514
500,50,0.0965523668057514
500,52,0.0965523668057514
500,53,0.0965523668057514
500,54,0.0965523668057514
500,55,0.12331985802558473
500,56,0.11805310405794006
500,57,0.11474432999977668
500,67,0.12666641286069574
500,69,0.11573154265634944
500,70,0.12926496924561692
500,73,0.0965523668057514
500,74,0.0965523668057514
500,76,0.12932962210992968
500,78,0.0965523668057514
500,79,0.0965523668057514
500,80,0.0965523668057514
500,81,0.0965523668057514
500,120,0.12316476325805244
500,154,0.0965523668057514
500,155,0.0965523668057514
500,156,0.0965523668057514
500,157,0.1266244101889561
500,158,0.1167262730210549
500,159,0.0965523668057514
500,160,0.1265642296984031
500,161,0.0965523668057514
500,162,0.0965523668057514
500,163,0.0965523668057514
500,164,0.0965523668057514
500,165,0.0965523668057514
500,166,0.0965523668057514
500,167,0.0965523668057514
500,169,0.11854386392352012
500,170,0.12488654713175172
500,172,0.0965523668057514
500,173,0.11474432999977668
500,174,0.11474432999977668
500,213,0.0965523668057514
500,214,0.0965523668057514
500,222,0.12661749585474041
500,235,0.0965523668057514
500,237,0.0965523668057514
500,242,0.0965523668057514
500,243,0.12662181921209884
500,244,0.0965523668057514
500,245,0.11997298536462346
500,246,0.12317490138471546
501,40,0.11392394891579234
501,41,0.11897964851144072
501,42,0.12722928376405532
501,43,0.0979413023736273
501,47,0.1163789779542954
501,48,0.12299629756352036
501,49,0.0979413023736273
501,50,0.09946364818290641
501,52,0.09936587586847395
501,53,0.0979413023736273
501,54,0.0979413023736273
501,55,0.12193182079271289
501,56,0.11585858341711786
501,57,0.11441767952414342
501,67,0.1230363407527476
501,69,0.11561438447051778
501,70,0.12520180440684858
501,73,0.0979413023736273
501,74,0.0979413023736273
501,76,0.12525568179377589
501,78,0.0979413023736273
501,79,0.09930957963423091
501,80,0.0979413023736273
501,81,0.09982658492774088
501,120,0.12180585093634783
501,154,0.0979413023736273
501,155,0.0979413023736273
501,156,0.0979413023736273
501,157,0.12489323882337344
501,158,0.11598871724214505
501,159,0.0979413023736273
501,160,0.12483826409994346
501,161,0.0979413023736273
501,162,0.09934866915616636
501,163,0.09935478136876215
501,164,0.0979413023736273
501,165,0.09975511028619291
501,166,0.0979413023736273
